"Gene","Non.unique.Gene.name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p","Empirical_p"
"group_27044","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_7125","tig","Trigger factor",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_2767","pknD_2","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_46649","thiM","Hydroxyethylthiazole kinase",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_7375","scmP","N-acetylcysteine deacetylase",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_13557","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0099009900990099
"group_19372","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_2960","maeB","NADP-dependent malic enzyme",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_7538","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_13569","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_22122","dapE","Succinyl-diaminopimelate desuccinylase",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_51460","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_5883","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_14117","dgcE_3","putative diguanylate cyclase DgcE",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_22604","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_51519","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_10800","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0495049504950495
"group_14930","norR","Anaerobic nitric oxide reductase transcription regulator NorR",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_36957","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0495049504950495
"group_51714","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_6068","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0396039603960396
"group_20173--group_35555--group_61887--group_61889--group_68341--group_84214","rpsD--rpsM------rpoA--","30S ribosomal protein S4--30S ribosomal protein S13--hypothetical protein--hypothetical protein--DNA-directed RNA polymerase subunit alpha--hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_1648","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_23310","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0495049504950495
"group_37060","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0495049504950495
"group_544","rpnD_2","Recombination-promoting nuclease RpnD",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_8703","regX3","Sensory transduction protein regX3",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,3,3,0,0.25,0.25,0.0297029702970297
"group_1137","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_6372","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0396039603960396
"group_8987","gltA2_2","Citrate synthase 1",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0495049504950495
"group_17391","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0495049504950495
"group_24146","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0099009900990099
"group_3718","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_54931","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_64117","rmlD","dTDP-4-dehydrorhamnose reductase",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_11004--group_9593","--","hypothetical protein--hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_17540","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_25415","suhB_2","Fructose-1,6-bisphosphatase/inositol-1-monophosphatase",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_6730","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_9892","greA","Transcription elongation factor GreA",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_17653","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0099009900990099
"group_26367","","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,2,2,0,0.5,0.5,0.0099009900990099
"group_17990","adhT_1","hypothetical protein",41,0,1083,149,3.64768683274021,100,Inf,0.0109882592257613,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_16232","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0099009900990099
"group_25371","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_3377","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_111679","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_18435","lpxB","Lipid-A-disaccharide synthase",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_34165","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_18472","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_28178","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_41282","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_29933","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0396039603960396
"group_34216","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_41497","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_192009","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0396039603960396
"group_31159","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_34318","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_84375","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0099009900990099
"group_115779","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_20008","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_31874","ccp_2","Cytochrome c551 peroxidase",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0198019801980198
"group_5049","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0297029702970297
"group_8489","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0396039603960396
"group_32270","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0396039603960396
"group_553","rpnA_1","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_873","mepM_1","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0297029702970297
"group_13942","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0495049504950495
"group_20410","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_897","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,3,3,0,0.25,0.25,0.0396039603960396
"group_14039","mepM","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0099009900990099
"group_20898","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0495049504950495
"group_20969--group_32621","mdtA_3--","Multidrug resistance protein MdtA--hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_209792","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0396039603960396
"group_620","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0495049504950495
"group_10618","rhaS_2","HTH-type transcriptional activator RhaS",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0396039603960396
"group_21514","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,2,2,0,0.5,0.5,0.0099009900990099
"group_33697","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_62123","pdeF","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_10870","rpoD","RNA polymerase sigma factor RpoD",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0495049504950495
"group_15859","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0495049504950495
"group_192872--group_24245","devR--devS","CRISPR-associated protein Cas7/Cst2/DevR--CRISPR-associated protein Cas5",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0198019801980198
"group_62339","","hypothetical protein",42,0,1082,149,3.73665480427046,100,Inf,0.0115094374973792,1,0.00649742373436508,1,1,0,1,1,0.0099009900990099
"group_12354","rcsC_14","Sensor histidine kinase RcsC",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0297029702970297
"group_832","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,2,2,0,0.5,0.5,0.0495049504950495
"group_17565","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,2,2,0,0.5,0.5,0.0495049504950495
"group_38710","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0495049504950495
"group_4926","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,3,3,0,0.25,0.25,0.0198019801980198
"group_6016","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,2,2,0,0.5,0.5,0.0297029702970297
"group_8436","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0396039603960396
"group_25577","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0495049504950495
"group_3320","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0198019801980198
"group_38787","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0297029702970297
"group_70339","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0297029702970297
"group_8554","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0495049504950495
"group_25890","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0198019801980198
"group_4390","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0297029702970297
"group_62291","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0198019801980198
"group_8980","acdA_2","Acyl-CoA dehydrogenase",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0396039603960396
"group_4397","hsdR","Type I restriction enzyme EcoR124II R protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,2,2,0,0.5,0.5,0.0495049504950495
"group_147438","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,2,2,0,0.5,0.5,0.0495049504950495
"group_19370","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0396039603960396
"group_34211","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0297029702970297
"group_44074","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,2,2,0,0.5,0.5,0.0198019801980198
"group_51647","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,2,2,0,0.5,0.5,0.0396039603960396
"group_6685","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0495049504950495
"group_7541","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,2,2,0,0.5,0.5,0.0198019801980198
"group_91496","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,2,2,0,0.5,0.5,0.0297029702970297
"group_151848","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,2,2,0,0.5,0.5,0.0396039603960396
"group_26645","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0198019801980198
"group_6762","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0396039603960396
"group_76729","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0198019801980198
"group_97","","IS110 family transposase ISLin1",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,2,2,0,0.5,0.5,0.0099009900990099
"group_15345","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0396039603960396
"group_41482","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0495049504950495
"group_44315","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,2,2,0,0.5,0.5,0.0495049504950495
"group_54302","pdeL","Cyclic di-GMP phosphodiesterase PdeL",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0297029702970297
"group_7852","caiA_5","Crotonobetainyl-CoA reductase",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,3,3,0,0.25,0.25,0.0396039603960396
"group_9907","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0396039603960396
"group_2128","","hypothetical protein",36,0,1088,149,3.20284697508897,100,Inf,0.0166868271335645,1,0.00794212176567599,1,1,0,1,1,0.0495049504950495
